tipo_de_procedimiento,estado,codigo_sigaf,publicacion,cierre,ultima_actualizacion,alcaldia,detalles_procedimiento
COMPRA POR COTIZACION MENOR,Ejecución,,23/10/2020,26/10/2020 03:00:00 PM,03/11/2020 11:39:24 AM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Ferretería (31160000)
Compra de 2 marcos para cancha de futbol con las medidas oficiales y que se colocaran en proyecto,cierre perimetral del cuadro de futbol de la colonia que se stara inauguracion proximamente"
COMPRA POR COTIZACION MENOR,Ejecución,,28/07/2020,28/07/2020 01:00:00 PM,28/09/2020 04:35:30 PM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Equipo, accesorios y suministros de arte y manualidades (60120000)
Elaboracion de volantes de los requisistos del proyecto Cro.Bismarck Martinez para el area de urbanismo y catastro."
COMPRA POR COTIZACION MENOR,Ejecución,,23/07/2020,23/07/2020 05:00:00 PM,31/08/2020 04:56:58 PM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Equipos o plataformas y accesorios de redes multimedia o de voz y datos (43220000)
Compra de accesorios Ded odómetro de plástico y equipos de GPS para el área de proyecto de la municipalidad"
COMPRA POR COTIZACION MENOR,Adjudicado,,11/06/2020,11/06/2020 01:00:00 PM,22/07/2020 11:54:10 AM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Alimentos preparados y conservados (50190000)
Compra de 141 paquetes alimenticios correspondiente a la 3 entrega para atención a las familias que presenten emergencias por diferentes fenómenos naturales en el Municipio de Mateare, correspondiente al Proyecto habilitación de equipamiento de respuesta ante emergencia."
COMPRA POR COTIZACION MAYOR,Adjudicado,,29/04/2020,29/04/2020 02:00:00 PM,22/07/2020 09:55:06 AM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Servicios de pedología (81150000)
ESTUDIOS, INVESTIGACIONES Y ANALISIS DE FACTIBILIDAD DE PROYECTOS DE INVERSION"
COMPRA POR COTIZACION MENOR,Adjudicado,,21/04/2020,23/04/2020 02:00:00 PM,05/05/2020 11:56:15 AM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Suministros de aseo y limpieza (47130000)
Compra de materiales de limpieza para el proyecto Funcionamiento del centro tecnologicom de la actividad materiales de limpieza"
COMPRA POR COTIZACION MAYOR,Adjudicado,,26/03/2020,27/03/2020 01:00:00 PM,15/04/2020 10:18:26 AM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Productos de papel (14110000), Suministros de oficina (44120000)
PROYECTO DE FORTALECIMIENTO DEL AREA DE CATASTRO"
CONTRATACION SIMPLIFICADA,Ejecución,,23/04/2020,23/04/2020 05:00:00 PM,11/06/2020 04:55:31 PM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Parcelas de tierra (95100000)
Compra de lote para el programa Bismark Martinez 2020"
COMPRA POR COTIZACION MENOR,Adjudicado,,19/03/2020,20/03/2020 05:00:00 PM,11/06/2020 12:28:53 PM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Servicios de animales vivos (70120000)
COMPRA DE INSUMOS PARA PROGRAMA PRODUCTIVO DEL INTA"
COMPRA POR COTIZACION MENOR,Adjudicado,,19/02/2020,20/02/2020 08:00:00 AM,13/03/2020 12:01:39 PM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Servicios de reproducción (82120000)
COMPRA DE MATERIALES EL CUAL SERAN UTILIZADAS EN EL AREA DE CATASTRO Y EL PROGRAMA BISMARCK MARTINEZ"
COMPRA POR COTIZACION MENOR,Adjudicado,,05/08/2020,11/08/2020 11:00:00 AM,21/08/2020 10:48:41 AM,Ticuantepe (Alcaldía Ticuantepe) - Unidad de Adquisición TICUANTEPE,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PERFILADO DE CALLES EN LOTIFICACION DEL PROGRAMA BISMARCK MARTÍNEZ"
CONTRATACION SIMPLIFICADA,Ejecución,,05/11/2020,09/11/2020 10:00:00 AM,18/11/2020 03:30:05 PM,San Rafael del Sur (Alcaldía San Rafael del Sur) - Unidad de Adquisiciones San Rafael del Sur,"Estructuras y edificios permanentes (95120000)
CONSTRUCCION DE 10 VIVIENDAS EN VICTORIA SAN RAFAEL DEL SUR FASE III"
LICITACION POR REGISTRO,Ejecución,,04/06/2020,19/06/2020 10:00:00 AM,03/07/2020 03:04:01 PM,San Rafael del Sur (Alcaldía San Rafael del Sur) - Unidad de Adquisiciones San Rafael del Sur,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
MEJORAMIENTO DE ADOQUINADO DE 400 ML DE CALLE EN REPARTO CANADÁ II ETAPA."
COMPRA POR COTIZACION MENOR,Ejecución,,24/07/2020,28/07/2020 09:00:00 AM,21/08/2020 11:46:32 AM,San Rafael del Sur (Alcaldía San Rafael del Sur) - Unidad de Adquisiciones San Rafael del Sur,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
ADOQUINADO DE 70 ML DE CALLE ASFALTADA EN BARRIO LA BOLSA (AUGUSTO GOMEZ)"
LICITACION POR REGISTRO,Ejecución,,08/06/2020,24/06/2020 10:00:00 AM,02/07/2020 09:54:47 AM,San Rafael del Sur (Alcaldía San Rafael del Sur) - Unidad de Adquisiciones San Rafael del Sur,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
MEJORAMIENTO DE ADOQUINADO DE 300 ML DE CALLE EN BARRIO LA PALMERA."
COMPRA POR COTIZACION MENOR,Ejecución,,11/03/2020,16/03/2020 10:00:00 AM,01/04/2020 11:43:58 AM,San Rafael del Sur (Alcaldía San Rafael del Sur) - Unidad de Adquisiciones San Rafael del Sur,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
ADOQUINADO DE 70 ML DE CALLE EN BARRIO EL GRANERO."
LICITACION POR REGISTRO,Ejecución,,27/02/2020,12/03/2020 10:00:00 AM,01/04/2020 11:55:49 AM,San Rafael del Sur (Alcaldía San Rafael del Sur) - Unidad de Adquisiciones San Rafael del Sur,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
ADOQUINADO DE 180 ML DE CALLE EN BARRIO EL PINOL."
COMPRA POR COTIZACION MENOR,Ejecución,,14/05/2020,18/05/2020 09:00:00 AM,21/08/2020 11:54:33 AM,San Rafael del Sur (Alcaldía San Rafael del Sur) - Unidad de Adquisiciones San Rafael del Sur,"Productos de papel (14110000)
compra de papelería para uso de promotoria social."
COMPRA POR COTIZACION MENOR,Ejecución,,25/09/2020,29/09/2020 09:00:00 AM,05/10/2020 12:02:48 PM,San Rafael del Sur (Alcaldía San Rafael del Sur) - Unidad de Adquisiciones San Rafael del Sur,"Componentes y sistemas de transporte (25170000)
compra de repuestos para moto bajaj asignada a proyecto."
COMPRA POR COTIZACION MENOR,Ejecución,,25/08/2020,31/08/2020 09:00:00 AM,30/10/2020 11:28:23 AM,San Rafael del Sur (Alcaldía San Rafael del Sur) - Unidad de Adquisiciones San Rafael del Sur,"Servicios de contabilidad y auditorias (84110000)
AUDITORÍA PARAR EL PROYECTO: PROTECCIÓN DEL CLIMA A TRAVÉS DE LA RECUPERACIÓN DE LA ANTIGU AMINA DE CAL Y SENSIBILIZACIÓN RESPECTO AL MEDIO AMBIENTE EN SAN RAFAEL DEL SUR."
COMPRA POR COTIZACION MAYOR,Ejecución,,05/08/2020,12/08/2020 09:00:00 AM,17/08/2020 01:40:22 PM,San Rafael del Sur (Alcaldía San Rafael del Sur) - Unidad de Adquisiciones San Rafael del Sur,"Bombas y compresores industriales (40150000), Vehículos de motor (25100000)
Compra de riego móvil (tractor seminuevo, cisterna seminueva y bomba nueva), para el proyecto protección el clima a través de la recuperación de la antigua mina de cal y sensibilizacion respecto al medio ambiente en san Rafael del sur."
COMPRA POR COTIZACION MENOR,Ejecución,,07/10/2020,09/10/2020 10:00:00 AM,14/12/2020 04:46:25 PM,Masaya (Alcaldía Masaya) - Oficina de Adquisiciones de Alcaldia de Masaya,"Alimentos preparados y conservados (50190000)
SERVICIO DE SUMINISTRO DE ALIMENTACION PARA DIFERENTES ACTIVIDADES DEL PROYECTO 47"
COMPRA POR COTIZACION MENOR,Ejecución,,19/02/2020,20/02/2020 04:00:00 PM,05/10/2020 04:02:59 PM,Masaya (Alcaldía Masaya) - Oficina de Adquisiciones de Alcaldia de Masaya,"Carreteras y paisaje (30120000), Hormigón, cemento y yeso (30110000), Productos de construcción estructurales (30130000), Componentes estructurales y formas básicas (30100000), Materiales estructurales (30260000), Tierra y piedra (11110000)
Adquisición de materiales de construcción para Proyecto No. 04."
COMPRA POR COTIZACION MENOR,Ejecución,,14/10/2020,15/10/2020 02:00:00 PM,04/11/2020 09:11:20 AM,Granada (Alcaldía Granada) - Unidad de Adquisición GRANADA,"Productos de construcción estructurales (30130000)
compra de 22100 ADOQUINES PERALTADO CLASE A DE 10 CM, PARA ADOUINADO BRISAS DEL LAGO ( REPARTO SILVIO RUIZ)"
COMPRA POR COTIZACION MENOR,Ejecución,,14/10/2020,15/10/2020 02:00:00 PM,06/11/2020 09:59:44 AM,Granada (Alcaldía Granada) - Unidad de Adquisición GRANADA,"Tierra y piedra (11110000), Hormigón, cemento y yeso (30110000)
COMPRA DE CEMENTO PORTLAND CLASE A, ARENA, PIEDRIN, TALPUJA, HORMIGON PARA ADOQUINADO BRISAS DEL LAGOP ( REPARTO SILVIO RUIZ)"
COMPRA POR COTIZACION MENOR,Ejecución,,14/10/2020,15/10/2020 02:00:00 PM,23/12/2020 01:02:45 PM,Granada (Alcaldía Granada) - Unidad de Adquisición GRANADA,"Tierra y piedra (11110000), Instalaciones de tubos y entubamientos (40170000), Hormigón, cemento y yeso (30110000), Pinturas y bases y acabados (31210000)
COMPRA DE MATERIALES VARIOS( CEMENTO PORTLAND CLASE A, ARENA, PIEDRA CANTERA CLIDAD A, PINTURA AMARILLO TRAFICO DE ACEITE, BASE P/PINTURA BLANCA, BROCHAS DE 4"", THINNER, TUBOPVC DE 1/2"" POTABLE SDR 13.5, PEGA PVC DE 1/2"" POTABLE, CODOS PVC DE 1/2"" POTABLE, TAPON PVC DE 1/2"" POTABLE, UNION PVC 1/2"" POTABLE) PARA ENCUNETADO DE BRISAS DE LAGO ( REPARTO SILVIO RUIZ)"
COMPRA POR COTIZACION MENOR,Ejecución,,11/08/2020,13/08/2020 10:00:00 AM,24/09/2020 03:10:42 PM,Granada (Alcaldía Granada) - Unidad de Adquisición GRANADA,"Productos de construcción estructurales (30130000)
COMPRA DE ADOQUINE CLASE ""A"" PARA 1,303 METROS DE ADOQUINADO EN REPARTO ADELITA #2-FOMAV"
COMPRA POR COTIZACION MENOR,Ejecución,,04/12/2020,09/12/2020 10:00:00 AM,12/01/2021 12:01:07 PM,Granada (Alcaldía Granada) - Unidad de Adquisición GRANADA,"Equipo de apoyo para Construcción y Mantenimiento (30190000)
CONTRATACION DE MANO DE OBRA PARA ADOQUINADO BARRIO CLETO ORDOÑEZ.."
CONTRATACION SIMPLIFICADA,Adjudicado,,22/05/2020,26/05/2020 11:00:00 AM,07/07/2020 02:56:00 PM,Rivas (Alcaldía Rivas) - Unidad de Adquisición RIVAS,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
CONTRATACIÓN DE SERVICIO PARA EL PROYECTO 2da FASE REMODELACION DE RED MT/BT Y ALUMBRADO PUBLICO SOTERRADO CONSTRUCCIÓN DE CALZADA ¿ PLAZA CARLOS FONSECA AMADOR EN EL MUNICIPIO DE RIVAS."
CONTRATACION SIMPLIFICADA,Adjudicado,,22/05/2020,26/05/2020 11:00:00 AM,07/07/2020 03:16:16 PM,Rivas (Alcaldía Rivas) - Unidad de Adquisición RIVAS,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
CONTRATACIÓN DE SERVICIO PARA EL PROYECTO 3ra FASE CONCRETO HIDRÁULICO CON DETALLES ESTAMPADOS EN CONSTRUCCIÓN DE CALZADA ¿ PLAZA CARLOS FONSECA AMADOR"
COMPRA POR COTIZACION MENOR,Adjudicado,,27/08/2020,28/08/2020 07:00:00 AM,01/09/2020 08:21:00 AM,Jinotepe (Alcaldía Jinotepe) - Unidad de Adquisición JINOTEPE,"Servicios de mantenimiento o reparaciones de transportes (78180000)
Compra de equipo para materiales para la Dirección de Planificación y Proyectos"
CONTRATACION SIMPLIFICADA,Ejecución,,01/09/2020,02/09/2020 10:00:00 AM,18/01/2021 08:19:17 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Estructuras y edificios permanentes (95120000)
Compra de compra de terreno para proyecto de vivienda Bismark Martínez proyecto nro. 4 del pía 2020, procedimiento nro. 12."
COMPRA POR COTIZACION MAYOR,Ejecución,,04/06/2020,08/06/2020 09:00:00 AM,15/01/2021 05:11:06 PM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Estructuras y edificios permanentes (95120000)
constratacion de una empresa para que instalación de red de agua potable viviendas Bismark martinez proy. 05 pocedimie intalacion de reed pia 2020"
COMPRA POR COTIZACION MENOR,Ejecución,,04/02/2020,05/02/2020 10:00:00 AM,15/01/2021 05:04:15 PM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Componentes y sistemas de transporte (25170000)
compra de repuestos para equipo de reparto de la alcaldía , procedimiento nro 16"
COMPRA POR COTIZACION MENOR,Ejecución,,24/01/2020,27/01/2020 10:00:00 AM,15/01/2021 05:07:31 PM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Componentes y sistemas de transporte (25170000)
compra de repuestos para mantenimiento de equipo de reparto de la alcaldia procedimiento nro 15"
CONTRATACION SIMPLIFICADA,Ejecución,,01/09/2020,02/09/2020 10:00:00 AM,18/01/2021 08:19:17 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Estructuras y edificios permanentes (95120000)
Compra de compra de terreno para proyecto de vivienda Bismark Martínez proyecto nro. 4 del pía 2020, procedimiento nro. 12."
COMPRA POR COTIZACION MENOR,Ejecución,,24/03/2020,25/03/2020 10:00:00 AM,18/01/2021 08:08:12 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Fertilizantes y nutrientes para plantas y herbicidas (10170000)
Compra de productos químicos para darle mantenimiento de la grama del terreno procedimiento nro. 25, proyecto nro. 21 del pía 2020"
COMPRA POR COTIZACION MENOR,Ejecución,,11/11/2020,12/11/2020 10:00:00 AM,18/01/2021 09:47:04 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Publicidad (82100000)
compra de estructura metálica de 10x3 mts con lona vinílica, procedimiento nro. 28, proyecto nro. 26 del pía 2020."
COMPRA POR COTIZACION MENOR,Ejecución,,10/11/2020,11/11/2020 10:00:00 AM,18/01/2021 09:53:23 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Publicidad (82100000)
elaboración de estructura metálica de 16.5x3 mts con lona vinílica. materiales para uso en navidades familiares. procedimiento nro. 44, proyecto nro. 31 del pía 2020."
COMPRA POR COTIZACION MENOR,Ejecución,,09/11/2020,10/11/2020 10:00:00 AM,18/01/2021 10:08:08 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Publicidad (82100000)
compra de estructura metálica de 16.5x3 mts con lona vinilica.materiales para uso en navidades familiares procedimiento nro. 19, proyecto nro. 12 del pía 2020."
COMPRA POR COTIZACION MENOR,Ejecución,,22/10/2020,23/10/2020 09:00:00 AM,18/01/2021 10:12:42 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Pinturas y bases y acabados (31210000)
compra de pintura para pintar fachadas de cementerios, procedimiento nro. 29, proyecto nro. 27 del pía 2020."
CONTRATACION SIMPLIFICADA,Ejecución,,01/09/2020,02/09/2020 10:00:00 AM,18/01/2021 08:19:17 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Estructuras y edificios permanentes (95120000)
Compra de compra de terreno para proyecto de vivienda Bismark Martínez proyecto nro. 4 del pía 2020, procedimiento nro. 12."
COMPRA POR COTIZACION MENOR,Ejecución,,19/08/2020,20/08/2020 10:00:00 AM,18/01/2021 09:17:57 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Pinturas y bases y acabados (31210000)
Compra de , pintura, utilizado para embellecimiento de cunetas en fiestas patrias del municipio., proyecto nro. 32 del pía 2020. Procedimiento nro. 33"
COMPRA POR COTIZACION MENOR,Ejecución,,11/08/2020,12/08/2020 10:00:00 AM,02/12/2020 08:18:11 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Servicio de Apoyo de Transporte (78190000)
servicios de transporte, operacion milagrol proyecto nro 11, procedimiento nro 18"
COMPRA POR COTIZACION MENOR,Ejecución,,07/08/2020,10/08/2020 10:00:00 AM,03/11/2020 02:14:27 PM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Pinturas y bases y acabados (31210000)
Compra de pintura para ser utilizado en embellecimiento de parque del municipio. Proyecto nro. 3 del pía 2020, procedimiento nro. 11"
COMPRA POR COTIZACION MENOR,Ejecución,,22/07/2020,23/07/2020 10:00:00 AM,23/11/2020 09:10:33 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Tierra y piedra (11110000)
Compra de material selecto utilizado en caminos dañados por las lluvias, procedimiento nro. 20-02, proyecto nro. 13 del pía 2020."
COMPRA POR COTIZACION MENOR,Ejecución,,19/05/2020,20/05/2020 09:00:00 AM,18/01/2021 07:50:05 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
contratación de maquinaria para construcción de terraceria en calles, lotificacion bismark martimnez proyecto rno 34 del pia 2020, procedimiento nro 42"
COMPRA POR COTIZACION MENOR,Ejecución,,14/05/2020,15/05/2020 10:00:00 AM,18/01/2021 07:57:38 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Recipientes y almacenamiento (24110000)
compra de plásticos negro para entregarlos a personas de escasos recurso. proyecto nro 10, procedimiento nro 17"
COMPRA POR COTIZACION MENOR,Ejecución,,14/05/2020,15/05/2020 10:00:00 AM,18/01/2021 08:01:58 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Productos de carne y aves de corral (50110000), Productos lácteos y huevos (50130000), Aceites y grasas comestibles (50150000), Vegetales frescos (50400000)
Compra de alimentos para niños que reciben clase, procedimiento nro. 22, proyecto nro. 15 del pía 2020."
COMPRA POR COTIZACION MENOR,Ejecución,,20/04/2020,21/04/2020 10:00:00 AM,18/01/2021 08:06:39 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Servicios de apoyo a la fabricación (73150000)
Alquiler de maquinaria para mantenimiento de embalses, procedimiento nro. 20-01, proyecto nro. 13 del pía 2020."
COMPRA POR COTIZACION MENOR,Ejecución,,24/03/2020,25/03/2020 10:00:00 AM,18/01/2021 08:08:12 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Fertilizantes y nutrientes para plantas y herbicidas (10170000)
Compra de productos químicos para darle mantenimiento de la grama del terreno procedimiento nro. 25, proyecto nro. 21 del pía 2020"
COMPRA POR COTIZACION MENOR,Ejecución,,23/03/2020,24/03/2020 10:00:00 AM,18/01/2021 08:09:45 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Servicio de Apoyo de Transporte (78190000)
Servicios de alquiler de buses para movilizar personal de la alcaldía, procedimiento nro. 30, proyecto nro. 28 del pía 2020."
COMPRA POR COTIZACION MENOR,Ejecución,,19/03/2020,20/03/2020 10:00:00 AM,18/01/2021 08:11:39 AM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Productos de carne y aves de corral (50110000), Productos lácteos y huevos (50130000), Aceites y grasas comestibles (50150000), Vegetales frescos (50400000)
compra de productos alimenticios utilizado en cursos de cocina, procedimiento nro. 26, proyecto nro. 24 del pía 2020."
COMPRA POR COTIZACION MENOR,Ejecución,,21/02/2020,24/02/2020 10:00:00 AM,15/01/2021 04:52:21 PM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Servicio de Apoyo de Transporte (78190000)
Servicio por contratación de buses, para movilización de futbolistas, procedimiento nro. 23, proyecto nro. 19 del pía 2020."
COMPRA POR COTIZACION MENOR,Ejecución,,30/01/2020,31/01/2020 09:00:00 AM,15/01/2021 05:06:33 PM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Servicios de apoyo a la fabricación (73150000)
Alquiler de maquinaria pesada para uso en Mantenimiento de 5 kmts de camino en comunidad de Rio el limón, proyecto nro. 02 del pía 2020, proceso nro 10."
COMPRA POR COTIZACION MENOR,Ejecución,,15/01/2020,16/01/2020 10:00:00 AM,15/01/2021 05:08:18 PM,Diriamba (Alcaldía Diriamba) - Unidad de Adquisición DIRIAMBA,"Servicios de entretenimiento (90150000)
alquiler de sonido de fiestas patronales a ejecutarse desde el día viernes 17 de enero, procedimiento nro. 31, proyecto nro. 29 del pía 2020."
LICITACION POR REGISTRO,Adjudicado,,03/08/2020,17/08/2020 10:00:00 AM,29/10/2020 09:53:04 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras Permanentes (30220000)
PROY. CONTRAPARTIDA CONTINUACION DE ADOQUINADO DE CALLE PRINCIPAL COM VILLA KOKOMO/PROY. CONTINUACION DE ADOQUINADO DE CALLE PRINCIPAL COM VILLA KOKOMO."
COMPRA POR COTIZACION MENOR,Adjudicado,,17/11/2020,21/11/2020 10:00:00 AM,24/11/2020 01:35:03 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Ropa de cama, mantelerías, paños de cocina y toallas (52120000)
Compra de frazadas para las personas de barrios y comnunidades que se ven afectadas con las lluvias."
COMPRA POR COTIZACION MENOR,Adjudicado,,30/10/2020,03/11/2020 10:00:00 AM,04/11/2020 04:02:24 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Juguetes y juegos (60140000)
elaboración de piñatas con la medida de 80 cm de alto PARA CELEBRACION DE LAS FIESTAS NAVIDEÑAS DE LOS NIÑOS Y NIÑAS DE BARRIOS Y COMUNIDADES"
COMPRA POR COTIZACION MENOR,Adjudicado,,15/10/2020,19/10/2020 10:00:00 AM,23/10/2020 12:59:12 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Azúcares, edulcorantes y productos de confitería (50160000)
compra de bolsas de confites de 3 libras PARA CELEBRACION DE LAS FIESTAS NAVIDEÑAS DE LOS NIÑOS Y NIÑAS DE BARRIOS Y COMUNIDADES"
COMPRA POR COTIZACION MENOR,Adjudicado,,02/10/2020,06/10/2020 10:00:00 AM,13/10/2020 03:22:53 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Ropa de cama, mantelerías, paños de cocina y toallas (52120000), Muebles de alojamiento (56100000)
Compra de frazadas y colchonetas, para las personas de barrios y comunidades que se ven afectadas con las lluvias."
